id,symbol,partner_symbol,data_available_from
916868,KBC,KBC,2018-02-13 00:00:00
925195,KCASH,KCASH,2018-07-01 00:00:00
348628,KCS,KCS,2017-08-22 00:00:00
360299,KEY,KEY,2018-01-11 00:00:00
202849,KICK,KICK,2017-09-25 00:00:00
177918,KIN,KIN,2017-09-12 00:00:00
810794,KIND,KIND,2018-06-16 00:00:00
310497,KNC,KNC,2017-09-12 00:00:00
877048,KRL,KRL,2018-04-30 00:00:00
926296,KUE,KUE,2018-08-09 00:00:00
856128,KWH,KWH,2017-12-21 00:00:00
184163,LA,LA,2017-10-18 00:00:00
831848,LALA,LALA,2018-01-12 00:00:00
930306,LAMB,LAMB,2018-09-18 00:00:00
849939,LATX,LATX,2017-10-03 00:00:00
831841,LCS,LCS,2018-03-14 00:00:00
732021,LDC,LDC,2018-03-01 00:00:00
831932,LEDU,LEDU,2018-02-08 00:00:00
418778,LEND,LEND,2017-11-30 00:00:00
332804,LEV,LEV,2017-11-05 00:00:00
710370,LGO,LGO,2018-03-03 00:00:00
866491,LIF,LIF,2018-01-30 00:00:00
381189,LIFE,LIFE,2017-07-09 00:00:00
922038,LIKE,LIKE,2018-02-08 00:00:00
930883,LINA,LINA,2018-04-02 00:00:00
309621,LINK,LINK,2017-09-16 00:00:00
848906,LION,LION,2017-11-28 00:00:00
676288,LNC,LNC,2017-09-06 00:00:00
866546,LND,LND,2018-03-05 00:00:00
404890,LOCI,LOCI,2017-12-04 00:00:00
517896,LOCK,LOC,2017-09-26 00:00:00
836492,LOOM,LOOM,2018-03-03 00:00:00
926589,LPT,LPT,2018-04-30 00:00:00
926393,LQDN,LQD,2018-10-18 00:00:00
318169,LRC,LRC,2017-08-01 00:00:00
920896,LST,LST,2018-03-09 00:00:00
3808,LTC,LTC,2011-10-07 00:00:00
928921,LTO,LTO,2019-01-13 00:00:00
694313,LUC,LUC,2018-03-13 00:00:00
67447,LUN,LUN,2017-03-29 00:00:00
767260,LYM,LYM,2019-02-25 00:00:00
926091,M2O,M2O,2018-09-04 00:00:00
199148,MANA,MANA,2017-09-06 00:00:00
930246,MATIC,MATIC,2019-04-20 00:00:00
929583,MBTX,MBTX,2019-02-12 00:00:00
166548,MCO,MCO,2017-06-26 00:00:00
341279,MDA,MDA,2017-08-27 00:00:00
755707,MDCL,MTN,2018-01-31 00:00:00
667050,MDS,MDS,2017-11-25 00:00:00
916795,MEDX,MEDX,2018-05-28 00:00:00
836124,MEE,MEET,2018-04-02 00:00:00
925909,MENLO,ONE,2018-09-16 00:00:00
927515,META,META,2018-08-22 00:00:00
5373,METAL,MTL,2017-06-29 00:00:00
925936,METM,METM,2018-04-15 00:00:00
683500,MFG,MFG,2018-02-20 00:00:00
917211,MFT,MFT,2018-07-04 00:00:00
531426,MGO,MGO,2017-06-05 00:00:00
915386,MIC,MIC,2018-01-18 00:00:00
847172,MITH,MITH,2018-02-08 00:00:00
879004,MITX,MITX,2018-02-15 00:00:00
918566,MIXI,XIN,2017-11-24 00:00:00
41192,MKR,MKR,2017-11-25 00:00:00
45253,MLN,MLN,2019-01-26 00:00:00
929223,MNC,MNC,2018-09-08 00:00:00
84831,MNE,MNE,2017-04-22 00:00:00
240322,MNTP,MNTP,2017-09-19 00:00:00
925799,MOAC,MOAC,2018-06-17 00:00:00
925268,MOF,MOF,2017-12-20 00:00:00
926114,MOLK,MOLK,2018-05-14 00:00:00
716659,MOT,MOT,2017-12-18 00:00:00
887531,MRK,MRK,2017-10-20 00:00:00
892731,MRPH,MRPH,2018-06-23 00:00:00
885599,MTC,MTC,2018-02-04 00:00:00
208914,MTH,MTH,2017-08-31 00:00:00
885623,MTKN,MT,2018-03-11 00:00:00
484742,MTRC,MTRC,2017-12-11 00:00:00
257110,MTX,MTX,2017-09-06 00:00:00
928103,MVL,MVL,2018-05-31 00:00:00
770254,MWAT,MWAT,2018-01-15 00:00:00
732161,MXAI,MAN,2018-01-17 00:00:00
929811,MXM,MXM,2019-03-27 00:00:00
179345,MYB,MYB,2018-05-07 00:00:00
136190,MYST,MYST,2017-06-13 00:00:00
922271,NANJ,NANJ,2018-02-06 00:00:00
619555,NAS,NAS,2017-07-24 00:00:00
780767,NAVI,NAVI,2018-04-03 00:00:00
879035,NBAI,NBAI,2018-03-29 00:00:00
903748,NBC,NBC,2017-12-01 00:00:00
792548,NCASH,NCASH,2018-02-25 00:00:00
929933,NCC,NCC,2018-03-16 00:00:00
864038,NCT,NCT,2018-02-16 00:00:00
777007,NEC,NEC,2018-02-11 00:00:00
372377,NEU,NEU,2017-11-12 00:00:00
877073,NEXO,NEXO,2018-04-29 00:00:00
848051,NEXT,NEXT,2017-11-05 00:00:00
466339,NGC,NGC,2017-12-19 00:00:00
412112,NIO,NIO,2017-11-01 00:00:00
166594,NMR,NMR,2017-06-20 00:00:00
882302,NOAH,NOAH,2017-10-20 00:00:00
922838,NOBS,NOBS,2018-05-04 00:00:00
861276,NOKU,NOKU,2017-12-20 00:00:00
779335,NOX,NOX,2017-11-18 00:00:00
925242,NPER,NPER,2018-02-13 00:00:00
187015,NPX,NPX,2018-03-07 00:00:00
731516,NPXS,NPXS,2018-03-08 00:00:00
927360,NRG,NRG,2018-04-25 00:00:00
928390,NRP,NRP,2018-08-21 00:00:00
439180,NTK,NTK,2018-01-03 00:00:00
377792,NULS,NULS,2017-09-29 00:00:00
35678,NXC,NXC,2016-05-18 00:00:00
180013,OAX,OAX,2017-06-22 00:00:00
714255,OCN,OCN,2018-01-15 00:00:00
890624,ODE,ODE,2018-02-03 00:00:00
898898,OIO,OIO,2018-08-16 00:00:00
925144,OKB,OKB,2019-04-26 00:00:00
925133,OLE,OLE,2018-03-17 00:00:00
920779,OLT,OLT,2018-06-13 00:00:00
187440,OMG,OMG,2017-07-06 00:00:00
815543,OMX,OMX,2018-05-11 00:00:00
428300,ONG,ONG,2017-11-15 00:00:00
684364,ONL,ONL,2018-01-22 00:00:00
892524,OPEN,OPEN,2019-02-24 00:00:00
197054,OPT,OPT,2017-07-15 00:00:00
929872,ORBS,ORBS,2018-05-31 00:00:00
766681,ORI,ORI,2018-02-09 00:00:00
301112,ORME,ORME,2017-08-23 00:00:00
863174,ORS,ORS,2018-05-13 00:00:00
899568,OSA,OSA,2018-10-11 00:00:00
369132,OST,OST,2017-11-10 00:00:00
883061,PAL,PAL,2018-03-01 00:00:00
763768,PARETO,PARETO,2018-01-22 00:00:00
925433,PASS,PASS,2018-05-16 00:00:00
862146,PAT,PAT,2018-05-17 00:00:00
925939,PAX,PAX,2018-09-10 00:00:00
45260,PAY,PAY,2017-07-07 00:00:00
925256,PCH,PCH,2018-05-01 00:00:00
878206,PCL,PCL,2018-02-14 00:00:00
919014,PCO,PCO,2018-04-30 00:00:00
409155,PFR,PFR,2017-10-11 00:00:00
901929,PHI,PHI,2018-02-28 00:00:00
223283,PIX,PIX,2017-09-19 00:00:00
344086,PKT,PKT,2017-10-31 00:00:00
925240,PLA,PLA,2018-12-11 00:00:00
369251,PLAY,PLAY,2017-10-16 00:00:00
171884,PLBT,PLBT,2017-05-23 00:00:00
184298,PLR,PLR,2017-07-14 00:00:00
42837,PLU,PLU,2016-09-04 00:00:00
661398,PMA,PMA,2018-05-08 00:00:00
901954,PMNT,PMNT,2018-02-02 00:00:00
876093,PNT,PNT,2018-02-25 00:00:00
188811,POE,POE,2017-08-22 00:00:00
319130,POLL,POLL,2017-10-20 00:00:00
744820,POLY,POLY,2018-01-29 00:00:00
339617,POWR,POWR,2017-06-03 00:00:00
327500,PPP,PPP,2017-10-10 00:00:00
179896,PPT,PPT,2017-07-09 00:00:00
925159,PRA,PRA,2017-11-29 00:00:00
225764,PRG,PRG,2017-10-23 00:00:00
257772,PRIX,PRIX,2017-10-17 00:00:00
185695,PRO,PRO,2017-07-17 00:00:00
925326,PSM,PSM,2018-06-05 00:00:00
255777,PST,PST,2018-06-06 00:00:00
129035,PTOY,PTOY,2017-05-30 00:00:00
928354,PXG,PXG,2018-07-05 00:00:00
718673,PYLNT,PYLNT,2017-09-26 00:00:00
304833,PYN,PYN,2017-11-05 00:00:00
402714,QASH,QASH,2017-10-10 00:00:00
930549,QBIT,QBIT,2018-12-04 00:00:00
925042,QCX,QCX,2019-01-22 00:00:00
899553,QKC,QKC,2018-06-02 00:00:00
925316,QNTU,QNTU,2018-04-05 00:00:00
397757,QSP,QSP,2017-11-17 00:00:00
925881,QUANT,QNT,2018-06-25 00:00:00
716767,QUN,QUN,2018-01-05 00:00:00
928960,QUSD,QUSD,2019-01-17 00:00:00
345420,R,R,2017-09-05 00:00:00
307219,RCN,RCN,2017-10-24 00:00:00
749006,RCT,RCT,2018-01-03 00:00:00
922623,RDC,RDC,2018-04-03 00:00:00
4592,RDD,RDD,2019-03-03 00:00:00
198490,REAL,REAL,2017-08-31 00:00:00
370889,REBL,REBL,2017-11-04 00:00:00
731629,REF,REF,2017-09-29 00:00:00
625010,REM,REM,2017-12-01 00:00:00
17778,REP,REP,2018-07-09 00:00:00
335059,REQ,REQ,2017-10-07 00:00:00
310589,REX,REX,2017-08-28 00:00:00
795662,RFR,RFR,2017-09-26 00:00:00
434666,RHOC,RHOC,2017-03-20 00:00:00
238571,RIYA,RIYA,2017-06-19 00:00:00
61877,RLC,RLC,2017-04-18 00:00:00
441616,RLX,RLX,2017-07-28 00:00:00
925830,RMESH,RMESH,2018-05-30 00:00:00
921526,RNT,RNT,2017-11-28 00:00:00
848115,RNTB,RNTB,2018-01-13 00:00:00
925693,ROBET,ROBET,2018-08-17 00:00:00
384950,ROCK,ROCK,2018-03-21 00:00:00
832783,ROX,ROX,2018-04-30 00:00:00
925305,RRC,RRC,2018-05-22 00:00:00
918974,RTE,RTE,2018-04-09 00:00:00
744910,RUFF,RUFF,2018-01-11 00:00:00
176280,RVT,RVT,2017-08-09 00:00:00
921680,SAL,SAL,2018-01-08 00:00:00
314580,SALT,SALT,2017-08-01 00:00:00
177863,SAN,SAN,2017-07-12 00:00:00
922214,SCC,SCC,2018-03-13 00:00:00
255254,SCL,SCL,2017-07-28 00:00:00
920190,SCRL,SCRL,2018-04-17 00:00:00
926128,SEAL,SEAL,2018-04-15 00:00:00
905749,SEELE,SEELE,2018-05-20 00:00:00
861348,SENC,SENC,2018-03-05 00:00:00
718363,SENT,SENT,2018-01-03 00:00:00
419209,SETH,SETH,2017-11-24 00:00:00
715817,SGN,SGN,2018-03-12 00:00:00
661777,SGR,SGR,2017-11-14 00:00:00
925643,SHE,SHE,2018-01-10 00:00:00
830983,SHIP,SHIP,2018-03-01 00:00:00
776896,SHOW,SHOW,2018-01-08 00:00:00
364472,SHP,SHP,2017-11-06 00:00:00
782954,SHPING,SHPING,2018-01-20 00:00:00
198369,SKIN,SKIN,2017-06-21 00:00:00
890130,SKM,SKM,2018-04-07 00:00:00
910472,SKRB,SKB,2018-01-18 00:00:00
924971,SLT,SLT,2018-07-13 00:00:00
524113,SMT,SMT,2017-12-09 00:00:00
179926,SNC,SNC,2017-06-28 00:00:00
24926,SNGLS,SNGLS,2016-10-02 00:00:00
921575,SNIP,SNIP,2017-09-29 00:00:00
136244,SNM,SNM,2017-06-15 00:00:00
311853,SNOV,SNOV,2017-09-15 00:00:00
927421,SNPC,SNPC,2018-11-01 00:00:00
28027,SNS,SENSE,2017-12-20 00:00:00
137013,SNT,SNT,2017-06-19 00:00:00
895370,SNTR,SNTR,2017-11-09 00:00:00
928392,SNTVT,SNTVT,2018-07-14 00:00:00
816635,SNX,SNX,2018-06-11 00:00:00
388145,SOAR,SOAR,2017-09-02 00:00:00
788409,SOC,SOC,2018-01-18 00:00:00
930126,SOLVE,SOLVE,2018-06-14 00:00:00
348278,SOMA,SCT,2017-09-25 00:00:00
411496,SPANK,SPANK,2017-11-20 00:00:00
639943,SPF,SPF,2017-11-20 00:00:00
379248,SPHTX,SPHTX,2017-12-19 00:00:00
930153,SPT,SPT,2018-11-24 00:00:00
683963,SPX,SPX,2018-02-08 00:00:00
186331,SRCH,PRE,2017-10-24 00:00:00
925404,SRCOIN,SRCOIN,2017-12-26 00:00:00
380641,SRN,SRN,2017-12-12 00:00:00
877303,SS,SS,2018-03-14 00:00:00
396716,STAC,STAC,2018-01-05 00:00:00
927950,STACS,STACS,2018-11-21 00:00:00
179947,STAR,STAR,2017-05-01 00:00:00
928108,STASH,STASH,2019-01-19 00:00:00
776935,STC,STC,2018-01-09 00:00:00
734584,STK,STK,2018-01-30 00:00:00
187347,STORJ,STORJ,2017-06-19 00:00:00
186875,STORM,STORM,2017-11-06 00:00:00
777187,STQ,STQ,2017-10-03 00:00:00
184237,STU,STU,2017-09-12 00:00:00
204716,STX,STX,2017-08-01 00:00:00
221463,SUB,SUB,2018-12-17 00:00:00
177462,SUR,SUR,2017-08-13 00:00:00
928087,SUSD,SUSD,2018-06-11 00:00:00
791282,SVD,SVD,2018-01-29 00:00:00
5342,SWARM,SWM,2017-10-19 00:00:00
863074,SWC,SWC,2018-07-08 00:00:00
718353,SWFTC,SWFTC,2017-08-05 00:00:00
50741,SWT,SWT,2017-01-24 00:00:00
731917,SXDT,SXDT,2017-12-11 00:00:00
731943,SXUT,SXUT,2017-12-11 00:00:00
66270,TAAS,TAAS,2017-03-22 00:00:00
876072,TBX,TBX,2017-12-03 00:00:00
925903,TCH,TCH,2018-04-10 00:00:00
716574,TCT,TCT,2017-12-25 00:00:00
913585,TDP,TDP,2018-09-04 00:00:00
640916,TDS,TDS,2017-12-24 00:00:00
683827,TEL,TEL,2017-12-11 00:00:00
780891,TEN,TEN,2018-01-20 00:00:00
784553,TFD,TFD,2018-02-22 00:00:00
150545,TFL,TFL,2017-06-28 00:00:00
929751,TFUEL,TFUEL,2017-12-14 00:00:00
916828,TGAME,TGAME,2018-05-11 00:00:00
472769,TGT,TGT,2017-07-13 00:00:00
714811,THETA,THETA,2017-12-14 00:00:00
930244,THR,THR,2018-01-30 00:00:00
922054,THRT,THRT,2018-04-12 00:00:00
205991,TIE,TIE,2017-09-19 00:00:00
765383,TIG,TIG,2017-12-08 00:00:00
372812,TIOX,TIOX,2018-10-24 00:00:00
175671,TIX,TIX,2017-07-09 00:00:00
71077,TKN,TKN,2017-05-06 00:00:00
877052,TMT,TMT,2018-06-03 00:00:00
925371,TMTG,TMTG,2018-07-22 00:00:00
517483,TNB,TNB,2017-10-22 00:00:00
186309,TNT,TNT,2017-08-25 00:00:00
816702,TOMO,TOMO,2018-02-28 00:00:00
925484,TOPC,TOPC,2017-12-28 00:00:00
716641,TRAC,TRAC,2018-01-24 00:00:00
920939,TRAK,TRAK,2017-12-15 00:00:00
371004,TRCT,TRCT,2017-09-12 00:00:00
769862,TRDT,TRDT,2017-11-23 00:00:00
925516,TRIO,TRIO,2018-02-13 00:00:00
37040,TRST,TRST,2017-04-18 00:00:00
887527,TRUE,TRUE,2018-01-04 00:00:00
659973,TSL,TSL,2017-08-01 00:00:00
929813,TTC,TTC,2018-06-25 00:00:00
925078,TTV,TTV,2018-05-17 00:00:00
844139,TUSD,TUSD,2019-01-04 00:00:00
861115,UBC,UBC,2018-03-13 00:00:00
890593,UBEX,UBEX,2018-05-20 00:00:00
889870,UBT,UBT,2018-01-11 00:00:00
894138,UCT,UCT,2018-01-30 00:00:00
929888,UDOO,UDOO,2018-07-27 00:00:00
404806,UFR,UFR,2017-10-03 00:00:00
929793,UGAS,UGAS,2018-08-22 00:00:00
369179,UGC,UGC,2017-12-27 00:00:00
371005,UKG,UKG,2017-11-04 00:00:00
347247,UP,UP,2017-11-21 00:00:00
906271,UPP,UPP,2018-05-22 00:00:00
418694,UQC,UQC,2017-10-03 00:00:00
925809,USDC,USDC,2018-09-10 00:00:00
929229,USDS,USDS,2018-08-15 00:00:00
171986,USDT,USDT,2017-11-28 00:00:00
928014,USE,USE,2018-08-29 00:00:00
236358,UTK,UTK,2017-12-26 00:00:00
466492,UTNP,UTNP,2018-01-22 00:00:00
587261,UTT,UTT,2017-11-21 00:00:00
866334,UUU,UUU,2018-02-08 00:00:00
306482,VEE,VEE,2017-11-23 00:00:00
136211,VERI,VERI,2017-04-25 00:00:00
925893,VEST,VEST,2018-07-09 00:00:00
236131,VET,VET,2017-08-15 00:00:00
336538,VIBE,VIB,2017-07-19 00:00:00
914830,VIDT,VIDT,2018-08-18 00:00:00
782929,VIN,VIN,2017-11-23 00:00:00
842430,VIT,VIT,2018-02-19 00:00:00
921524,VITE,VITE,2018-04-25 00:00:00
393656,VIU,VIU,2018-08-24 00:00:00
921401,VME,VME,2018-01-10 00:00:00
926362,VNX,VNX,2018-10-18 00:00:00
188352,VOISE,VOISE,2017-09-15 00:00:00
886955,VRA,VRA,2018-05-18 00:00:00
33399,VRS,VRS,2018-04-10 00:00:00
32880,VSL,VSL,2016-12-14 00:00:00
350476,VZT,VZT,2018-01-11 00:00:00
915420,WAB,WAB,2018-06-17 00:00:00
340940,WABI,WABI,2017-12-09 00:00:00
240142,WAN,WAN,2017-10-06 00:00:00
320621,WAND,WAND,2017-10-27 00:00:00
338541,WAX,WAX,2017-12-19 00:00:00
928761,WBTC,WBTC,2018-11-27 00:00:00
876102,WCOIN,WIN,2018-02-06 00:00:00
320596,WEB,WEB,2018-03-16 00:00:00
653806,WELL,WELL,2018-06-23 00:00:00
928486,WETH,WETH,2017-12-18 00:00:00
924369,WHEN,WHEN,2018-03-18 00:00:00
25946,WINGS,WINGS,2017-04-25 00:00:00
411620,WISH,WISH,2017-10-20 00:00:00
310052,WIZ,WIZ,2018-02-28 00:00:00
924955,WPP,WPP,2018-07-11 00:00:00
355242,WPR,WPR,2018-01-31 00:00:00
296844,WRC,WRC,2017-08-28 00:00:00
746288,WT,WT,2018-05-22 00:00:00
299397,WTC,WTC,2017-07-21 00:00:00
926317,WTL,WTL,2018-04-30 00:00:00
899504,WYS,WYS,2017-11-17 00:00:00
450337,X8X,X8X,2017-11-05 00:00:00
25082,XAUR,XAUR,2016-08-08 00:00:00
927584,XBASE,XBASE,2019-04-19 00:00:00
898360,XBB,BBK,2018-01-29 00:00:00
375352,XBL,XBL,2017-08-01 00:00:00
928785,XBX,XBX,2018-12-30 00:00:00
726598,XCD,XCD,2018-05-03 00:00:00
848134,XCLR,XCLR,2017-11-16 00:00:00
477743,XDCE,XDCE,2018-01-29 00:00:00
887706,XES,XES,2018-01-26 00:00:00
913066,XET,XET,2018-05-30 00:00:00
921375,XMX,XMX,2018-05-10 00:00:00
35953,XNG,ENG,2017-10-12 00:00:00
794362,XNK,XNK,2018-02-23 00:00:00
929356,XOV,XOV,2018-04-28 00:00:00
920249,XPAT,XPAT,2018-04-17 00:00:00
184221,XUC,XUC,2017-08-11 00:00:00
795305,XYO,XYO,2018-01-06 00:00:00
30022,XZC,XZC,2018-02-18 00:00:00
719272,YEE,YEE,2018-01-11 00:00:00
322002,YOYOW,YOYOW,2017-08-26 00:00:00
921549,YUP,YUP,2018-03-07 00:00:00
684747,ZAP,ZAP,2017-10-07 00:00:00
917256,ZCN,ZCN,2018-05-31 00:00:00
876390,ZCO,ZCO,2018-02-05 00:00:00
24854,ZEC,ZEC,2016-10-28 00:00:00
929494,ZEON,ZEON,2018-10-15 00:00:00
716725,ZIL,ZIL,2018-01-12 00:00:00
916851,ZINC,ZINC,2018-02-20 00:00:00
925165,ZIP,ZIP,2018-01-28 00:00:00
899541,ZIPT,ZIPT,2018-03-29 00:00:00
866472,ZLA,ZLA,2017-11-30 00:00:00
912878,ZMN,ZMN,2018-01-19 00:00:00
925282,ZPR,ZPR,2018-05-17 00:00:00
186277,ZRX,ZRX,2017-08-11 00:00:00
341328,ZSC,ZSC,2017-07-09 00:00:00
932086,ZT,ZT,2018-07-18 00:00:00
920958,ZXC,ZXC,2018-06-26 00:00:00
